filename,original,translation,status
VOICE_ID.BIN_00000E34.wav,あらダーリン、作戦はあるわよ,"О, дорогая, у меня есть план.",Успешно
VOICE_ID.BIN_00000E35.wav,まあ、詳しくは後で説明するわ。 とりあえず、少しお昼寝するわ。,"Ну, я объясню больше позже. А пока я немного вздремну.",Успешно
VOICE_ID.BIN_00000E36.wav,大丈夫、ダーリン。ちゃんと考えがあるんだから。ね?,"Все в порядке, дорогая. Потому что у меня есть хорошая идея. привет?",Успешно
VOICE_ID.BIN_00000E37.wav,ナイスショット,хороший выстрел,Успешно
VOICE_ID.BIN_00000E38.wav,もう焦らないの 爆弾使いは夜に登場することが多いって話をたくさん聞いたのよ,"Не волнуйтесь больше. Я слышал много историй о бомбардировщиках, часто появлявшихся по ночам.",Успешно
VOICE_ID.BIN_00000E39.wav,まあそこが疑問といえば疑問なんだけど 町で目撃されたのは全部夜なのよ,"Ну это вопрос, но все наблюдения в городе были ночью.",Успешно
VOICE_ID.BIN_00000E3A.wav,だったら、同じ歩き回るにしても夜に絞って操作する方が目撃する可能性が高くない?,"Если это так, не будет ли более вероятно, что вы что-нибудь увидите, если сделаете это ночью, даже если вы просто гуляете?",Успешно
VOICE_ID.BIN_00000E3B.wav,作戦、わかってくれた?,Вы поняли стратегию?,Успешно
VOICE_ID.BIN_00000E3C.wav,ところで、ダーリン、一緒に寝ない?,"Кстати, дорогая, ты бы хотела переспать со мной?",Успешно
VOICE_ID.BIN_00000E3D.wav,あらんじゃんね,Это нормально.,Успешно
VOICE_ID.BIN_00000E3E.wav,おかえりーたばさん 状況はどう?,"С возвращением, Таба-сан, как ситуация?",Успешно
VOICE_ID.BIN_00000E3F.wav,ほーら、騒がないの? ダーリン、そろそろ出かけるわよ,"Эй, ты не суетишься? Дорогая, пора выходить.",Успешно
VOICE_ID.BIN_00000E40.wav,この美しい星空のもとで、男と女が出かけるって言ったら、 夜ことは決まってるでしょ。,"Если бы мужчине и женщине пришлось выйти под это прекрасное звездное небо, это должна была быть ночь, верно?",Успешно
VOICE_ID.BIN_00000E41.wav,うーん、バカね。操作よ操作。,"Хм, это глупо. Операция, операция.",Успешно
VOICE_ID.BIN_00000E42.wav,私たちは夜の操作に絞ってみたの 何でも爆弾使いって夜の方が出現率が高いって話よ,"Мы сузили это до операций в ночное время, и оказалось, что бомбы чаще появляются ночью.",Успешно
VOICE_ID.BIN_00000E43.wav,まあいいわ、みんなはゆっくり休んで明日に備えなさい,"Ну все, отдыхайте и готовьтесь к завтрашнему дню.",Успешно
VOICE_ID.BIN_00000E44.wav,ダメよ、ルイズは頑張りすぎ,"Нет, Луиза слишком старается.",Успешно
VOICE_ID.BIN_00000E45.wav,そんなんじゃいざ手時に使い物にならなくなるわよ 良い子はちゃんと寝てなさい,"Если вы продолжите это делать, вы станете бесполезными. Хорошие дети должны спать правильно.",Успешно
VOICE_ID.BIN_00000E46.wav,さーて、大人の時間はこれから、うふふ、行きましょうダーリン,"Что ж, пришло взрослое время, хе-хе-хе, пойдём, дорогая.",Успешно
VOICE_ID.BIN_00000E47.wav,さあダーリン、どこに行きましょうか,"Давай, дорогая, куда нам идти?",Успешно
VOICE_ID.BIN_00000E48.wav,もう、ダーリンたら、そんな渋い顔しない。,"Дорогая, ты больше не будешь выглядеть такой горькой.",Успешно
VOICE_ID.BIN_00000E49.wav,そんな弱気な顔をするなんて 私のダーリンらしくないわよ,"Не похоже, что моя дорогая выглядит такой слабой.",Успешно
VOICE_ID.BIN_00000E4A.wav,んまー,Хм,Успешно
VOICE_ID.BIN_00000E4B.wav,こんな時は嘘でもできるって胸を張るの,"В такие моменты я горжусь тем, что могу солгать, даже если это просто ложь.",Успешно
VOICE_ID.BIN_00000E4C.wav,それが前に進むための魔法よ カラ元気も元気のうちよ,Это волшебство движения вперед. Кара энергична и энергична.,Успешно
VOICE_ID.BIN_00000E4D.wav,それでこそ私のダーリン! もう、惚れ直したいそう!,Это моя дорогая! Я хочу влюбиться в нее снова!,Успешно
VOICE_ID.BIN_00000E4E.wav,不安になってならないわ。だって、ダーリンがついてるじゃない。,Я не могу не чувствовать беспокойства. Ведь мой любимый со мной.,Успешно
VOICE_ID.BIN_00000E4F.wav,そうでもないわよ思い続けているとそれが現実になるわ 思っていなければ何も実現しない,"Это неправда. Если вы будете продолжать думать, это станет реальностью. Если вы не будете думать, ничего не сбудется.",Успешно
VOICE_ID.BIN_00000E50.wav,それは恋も課題も一緒よ だからダーリンと一緒になったのよ,"Это та же любовь и та же проблема, поэтому я и остался со своим любимым.",Успешно
VOICE_ID.BIN_00000E51.wav,まあ、そういうことよ,"Ну, вот что это такое",Успешно
VOICE_ID.BIN_00000E52.wav,真剣?,Серьезно?,Успешно
VOICE_ID.BIN_00000E53.wav,私ね、あの爆弾使いが嫌いなの,Я ненавижу этого бомбардировщика.,Успешно
VOICE_ID.BIN_00000E54.wav,火というものを単純な破壊の道具としか認識していない そんな爆弾使いたちのやり方が嫌いなの,"Я ненавижу то, как бомбардировщики относятся к огню как к простому орудию разрушения.",Успешно
VOICE_ID.BIN_00000E55.wav,火の属性の魔法使いとして、微熱のキュルケの名にかけて,"Как маг с атрибутом огня, по имени Кюрке, у которого легкая лихорадка.",Успешно
VOICE_ID.BIN_00000E56.wav,本当の火の使い方というものを 教えてあげないとね,"Мне нужно научить тебя, как по-настоящему использовать огонь.",Успешно
VOICE_ID.BIN_00000E57.wav,うーん、簡単には言い表せないわね。 この事件が終わったらたっぷり教えてあげる。,"Ну, это непросто объяснить. Я сообщу вам, как только этот инцидент закончится.",Успешно
VOICE_ID.BIN_00000E58.wav,行くわよ!,Пойдем!,Успешно
VOICE_ID.BIN_00000E59.wav,劇場の前まで来てしまったみたいね,"Похоже, вы добрались до входа в театр.",Успешно
VOICE_ID.BIN_00000E5A.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000E5B.wav,静かに、ダーリン,"Молчи, дорогая",Успешно
VOICE_ID.BIN_00000E5C.wav,やっぱりね,Как и ожидалось,Успешно
VOICE_ID.BIN_00000E5D.wav,ダーリン、実は今夜探していたのは爆弾使いじゃなかったの,"Дорогая, на самом деле я не искал сегодня бомбардировщик.",Успешно
VOICE_ID.BIN_00000E5E.wav,私が探していたのはウェザリーの行方,Я искал местонахождение Уэзерли.,Успешно
VOICE_ID.BIN_00000E5F.wav,あ、裏路地に行くわ。ダーリン、追いかけましょ?,"Ах, я иду в переулок. Дорогая, погоняем?",Успешно
VOICE_ID.BIN_00000E60.wav,まだ確信はないんだけど ウェザリーってかなり怪しい動きをしてるの もしかすると スパイかもしれないわ,"Я пока не уверен, но Уэзерли ведёт себя очень подозрительно, так что, возможно, он шпион.",Успешно
VOICE_ID.BIN_00000E61.wav,信じられない?それとも信じたくない?,Не можете в это поверить? Или ты не хочешь в это верить?,Успешно
VOICE_ID.BIN_00000E62.wav,ええ、どうして最初から気づかなかったのかしらね。,"Да, интересно, как я не заметил этого с самого начала.",Успешно
VOICE_ID.BIN_00000E63.wav,あまりにも近くにいたから、疑うなんて思いもしなかったのね。,"Вы были так близко, что вам и в голову не приходило что-либо заподозрить.",Успешно
VOICE_ID.BIN_00000E64.wav,確信はないけど、爆弾使いの剣に深く絡んでるかもしれないの。,"Я не уверен, но это может быть тесно связано с мечом бомбардировщика.",Успешно
VOICE_ID.BIN_00000E65.wav,さあ、それはどうかしら?,"Ну, а как насчет этого?",Успешно
VOICE_ID.BIN_00000E66.wav,見元の不確かな旅回りの一座 しかも重要な劇で主役すらこと書いている,"Это путешествующая труппа с неопределенной перспективой, и даже о главной роли в важной пьесе написано.",Успешно
VOICE_ID.BIN_00000E67.wav,そうね、それで私たちが舞台に立った。 でも、それがカモフラージュとしたら?,"Ну вот так мы и вышли на сцену. А что, если это камуфляж?",Успешно
VOICE_ID.BIN_00000E68.wav,確かにそう、屋足の息を出ていないわ。,"Это правда, я не вздохнул с облегчением.",Успешно
VOICE_ID.BIN_00000E69.wav,でも他にも調べてみたらうさんくさい話がボロボロと出てきたの,"Но когда я изучил другие вещи, я обнаружил много подозрительных историй.",Успешно
VOICE_ID.BIN_00000E6A.wav,どれほどのネズミかはわからないけど、少なくともウェザリーが怪しい動きをしているのは確かよ。,"Не знаю, насколько он крыса, но, по крайней мере, Уэзерли ведет себя подозрительно.",Успешно
VOICE_ID.BIN_00000E6B.wav,この街にはね 火の気配がするの,В этом городе чувствуется огонь,Успешно
VOICE_ID.BIN_00000E6C.wav,おはようダーリン,"доброе утро, дорогая",Успешно
VOICE_ID.BIN_00000E6D.wav,ウェザリンのことを書いた資料を読んでいたのよ,Я читал материал о Weatherlin.,Успешно
VOICE_ID.BIN_00000E6E.wav,ちょっとある筋から仕入れてもらったんだけど,Я получил это из определенного источника.,Успешно
VOICE_ID.BIN_00000E6F.wav,もしかすると彼女、ただのネズミじゃないかもしれないわね。,"Возможно, она не просто мышь.",Успешно
VOICE_ID.BIN_00000E70.wav,ただの旅役者にしては資金は豊富。貴族なんかとたびたび接触してるみたい。それも黒い噂のある奴らとばかり。,"Хотя он всего лишь путешествующий актер, у него много средств. Похоже, он часто общается с аристократами. Все дело в людях, о которых ходят темные слухи.",Успешно
VOICE_ID.BIN_00000E71.wav,もしかしたら、爆弾使いよりももっと大物のネズミかもね。,"Возможно, он большая крыса, чем бомбардировщик.",Успешно
VOICE_ID.BIN_00000E72.wav,ダーリンが信じたいのはわかるけど、ウェザリンについては警戒すべきよ。 ここまで真っ黒なんだから。,"Я понимаю, во что хочет верить Дарлинг, но тебе следует опасаться Уэзерлина. Пока что там темно.",Успешно
VOICE_ID.BIN_00000E73.wav,調べて疑いが晴れるのならいいじゃない それとも本当のことを知るのが怖い,"Было бы здорово, если бы расследование развеяло ваши подозрения? Или страшно узнать правду?",Успешно
VOICE_ID.BIN_00000E74.wav,レコンキスタはこの前の戦いで自慢の空中艦隊の多くが沈められたわよね,Большая часть гордого воздушного флота Реконкисты была потоплена в последнем сражении.,Успешно
VOICE_ID.BIN_00000E75.wav,それで戦場で不利になったレコンキスタは戦争の形を変えたと思うの,"Я думаю, именно поэтому Реконкиста, находившаяся в невыгодном положении на поле боя, изменила ход войны.",Успешно
VOICE_ID.BIN_00000E76.wav,トリスタニアを爆破事件で混乱させたり、貴族を売収したり、 内部から揺さぶり始めたってこと。,"Они расстроили Тристанию инцидентом с бомбардировкой, продали дворян и начали расшатывать ее изнутри.",Успешно
VOICE_ID.BIN_00000E77.wav,女王陛下もそのあたりを警戒されているのだと思うけど どこまでつかんでいるのかしら,"Я думаю, что Ее Величество Королева тоже настороженно относится к этому, но мне интересно, в какой степени она об этом осведомлена.",Успешно
VOICE_ID.BIN_00000E78.wav,別に女王陛下は遊びで一座の公園に参加されたわけではないのよ,Не то чтобы Ее Величество присоединилась к труппе в парке просто ради развлечения.,Успешно
VOICE_ID.BIN_00000E79.wav,状況だけを見ていればそうなるわね,"Вот что произойдет, если вы просто посмотрите на ситуацию.",Успешно
VOICE_ID.BIN_00000E7A.wav,確かに話ができすぎてるわね 特に私たちが組み込まれていることもね あと一つ何か見過ごしてるはずなのよ,"Конечно, слишком много об этом можно говорить, особенно тот факт, что мы в нее включены. Я уверен, что упускаю еще одну вещь.",Успешно
VOICE_ID.BIN_00000E7B.wav,その冗談は笑えないわね,Эта шутка не смешная,Успешно
VOICE_ID.BIN_00000E7C.wav,ルイズに話すにはまだ証拠が足りないわ,"У меня пока недостаточно доказательств, чтобы рассказать Луизе.",Успешно
VOICE_ID.BIN_00000E7D.wav,だってあのルイズよ、下手に教えたりしたらそのまま突撃して大騒ぎになっちゃうわ,"В конце концов, Луиза, если ты плохо ее научишь, она просто набросится и поднимет шум.",Успешно
VOICE_ID.BIN_00000E7E.wav,それに、勝負はまだ継続中だしね。,"Кроме того, бой все еще продолжается.",Успешно
VOICE_ID.BIN_00000E7F.wav,今日も夜の街へ行くわよ!,Сегодня я снова поеду в ночной город!,Успешно
VOICE_ID.BIN_00000E80.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000E81.wav,あらダーリン、恥ずかしがらなくてもいいじゃない,"О, дорогая, тебе не нужно стесняться.",Успешно
VOICE_ID.BIN_00000E82.wav,カモフラージュよカモフラージュ 恋人の振りをしていないと怪しまれるでしょ,"Камуфляж, камуфляж, они заподозрят подозрения, если ты не притворишься любовником.",Успешно
VOICE_ID.BIN_00000E83.wav,でも、二人でこうしてるとまるでデートみたいね。,"Но когда мы вот так вместе, это похоже на свидание.",Успешно
VOICE_ID.BIN_00000E84.wav,うふふ、ダーリンとデート、ダーリンとデート!,"Хе-хе, свидание с моим любимым, свидание с моим любимым!",Успешно
VOICE_ID.BIN_00000E85.wav,どうしたのダーリン?,"Что случилось, дорогая?",Успешно
VOICE_ID.BIN_00000E86.wav,あら、じゃあ、温めてあげましょうか。,"О, тогда как насчет того, чтобы я тебя согрел?",Успешно
VOICE_ID.BIN_00000E87.wav,赤くなったダーリンもカワイイ もう話したくない,"Дорогая такая милая, когда краснеет, я не хочу больше с ней разговаривать",Успешно
VOICE_ID.BIN_00000E88.wav,さあダーリン、ウェザリーを探しましょう,"Давай, дорогая, давай найдём Уэзерли.",Успешно
VOICE_ID.BIN_00000E89.wav,ダーリン静かにして少し様子を見ましょう,"Дорогой, молчи и давай посмотрим.",Успешно
VOICE_ID.BIN_00000E8A.wav,追いましょう,Давайте преследовать,Успешно
VOICE_ID.BIN_00000E8B.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000E8C.wav,初めから気づかれていたのね,Вы заметили это с самого начала,Успешно
VOICE_ID.BIN_00000E8D.wav,出てきなさい、ウザリー。いるんでしょ?,"Выходи, ты раздражаешь. Разве нет такого?",Успешно
VOICE_ID.BIN_00000E8E.wav,ウェザリーこそ、こんな怪しい魔道士を連れて何を企んでるのかしら?,Что Уэзерли планирует с таким подозрительным магом?,Успешно
VOICE_ID.BIN_00000E8F.wav,マーリン、洗ってよ!,"Мерлин, умойся!",Успешно
VOICE_ID.BIN_00000E90.wav,ほんとね、ルイズたちを呼ぶしかないわ,"Действительно, у меня нет другого выбора, кроме как позвонить Луизе и остальным.",Успешно
VOICE_ID.BIN_00000E91.wav,川の水を蒸発させて霧を作るわ。 その隙に二手に分かれましょう。,Он испаряет речную воду и создает туман. Давайте воспользуемся случаем и разделимся на две группы.,Успешно
VOICE_ID.BIN_00000E92.wav,私は敵を引きつけて逃げるわ! その間にダーリンはルイズたちを呼んできて!,Я привлечу врага и убегу! Тем временем Дарлинг позвонит Луизе и остальным!,Успешно
VOICE_ID.BIN_00000E93.wav,できないことは言わないわ 私は微熱のキュルケよ,"Я не скажу вам, чего я не могу сделать. Я Кюрке с небольшой температурой.",Успешно
VOICE_ID.BIN_00000E94.wav,気をつけてね、ダーリン。ルイズたちと合流したら、すぐに反撃よ?,"Береги себя, дорогая. Как только мы встретимся с Луизой и остальными, мы сразу же контратакуем, ладно?",Успешно
VOICE_ID.BIN_00000E95.wav,うふふ、あたしを誰だと思ってるの?,"Хе-хе, как ты думаешь, кто я?",Успешно
VOICE_ID.BIN_00000E96.wav,ダーリンお願い、今は言うことを聞いて,"Дорогая, пожалуйста, послушай меня сейчас",Успешно
VOICE_ID.BIN_00000E97.wav,大丈夫!ルイズたちと合流したらすぐ反撃よ!,"Не волнуйся! Как только встретитесь с Луизой и остальными, дайте отпор!",Успешно
VOICE_ID.BIN_00000E98.wav,もうダーリン、細かいことは気にしないの。 私は出来ないことは言わない女よ,"Дорогая, не беспокойся о деталях. Я женщина, которая не скажет тебе, чего я не могу сделать.",Успешно
VOICE_ID.BIN_00000E99.wav,ダーリンお願い、今は言うことを聞いて?,"Дорогой, пожалуйста, ты меня сейчас выслушаешь?",Успешно
VOICE_ID.BIN_00000E9A.wav,大丈夫、ルイズたちと合流したらすぐ反撃よ,"Не волнуйтесь, мы дадим отпор, как только встретимся с Луизой и остальными.",Успешно
VOICE_ID.BIN_00000E9B.wav,大丈夫よ、ダーリン。うまくいくわ。,"Все в порядке, дорогая. Все будет хорошо.",Успешно
VOICE_ID.BIN_00000E9C.wav,本当の火の魔法がどんなものか、微熱のキュルケが見せてあげるわ!,"Кюрке, у которого небольшой жар, покажет вам, что такое настоящая магия огня!",Успешно
VOICE_ID.BIN_00000E9D.wav,ダーリン、今よ!,"Дорогая, сейчас же!",Успешно
VOICE_ID.BIN_00000E9E.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000E9F.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA0.wav,んん…,Хм...,Успешно
VOICE_ID.BIN_00000EA1.wav,お兄ちゃん…,старший брат…,Успешно
VOICE_ID.BIN_00000EA2.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA3.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA4.wav,お兄ちゃん、この人こわーい,"Брат, этот человек страшен",Успешно
VOICE_ID.BIN_00000EA5.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA6.wav,おにいちゃ おにいちゃ,Онии-ча Онии-ча,Успешно
VOICE_ID.BIN_00000EA7.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA8.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EA9.wav,えへへへ…お兄ちゃん…,Эхехехе... брат...,Успешно
VOICE_ID.BIN_00000EAA.wav,えへへ、お兄ちゃん,"Хе-хе, брат",Успешно
VOICE_ID.BIN_00000EAB.wav,お姉ちゃんにご本読んでもらってるなら,Если твоя сестра прочитала тебе книгу,Успешно
VOICE_ID.BIN_00000EAC.wav,またごはんを読んで!,Прочитайте еду еще раз!,Успешно
VOICE_ID.BIN_00000EAD.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EAE.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EAF.wav,兄ちゃん,Брат,Успешно
VOICE_ID.BIN_00000EB0.wav,お兄ちゃーん,Большой брат,Успешно
VOICE_ID.BIN_00000EB1.wav,お兄ちゃんのお膝、あったかーい。おやすみなさーい。,Колени старшего брата теплые. Спокойной ночи.,Успешно
VOICE_ID.BIN_00000EB2.wav,お兄ちゃん大好き,"Я люблю тебя, брат",Успешно
VOICE_ID.BIN_00000EB3.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EB4.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EB5.wav,よく眠れた?,Хорошо ли спалось?,Успешно
VOICE_ID.BIN_00000EB6.wav,よく眠れたよ,я хорошо спал,Успешно
VOICE_ID.BIN_00000EB7.wav,お兄ちゃんと一緒だったからだね 今日も一緒に寝あうね,"Это потому, что я был со своим братом. Давай сегодня тоже поспим вместе.",Успешно
VOICE_ID.BIN_00000EB8.wav,なんだか怖くなっちゃって お兄ちゃんのところに来たら,Я немного испугался и пошел к брату.,Успешно
VOICE_ID.BIN_00000EB9.wav,ギュルケの方、キュッってしてくれて お兄ちゃん、とって,"Гюрке обнял меня, старший брат, взял.",Успешно
VOICE_ID.BIN_00000EBA.wav,どんどん、ケルケはいた?,"Все больше и больше, был ли здесь Кельке?",Успешно
VOICE_ID.BIN_00000EBB.wav,ブー、つまんない。今日はキュルケの夢、見てね。,"Бу, это скучно. Присни сегодня Кюрке.",Успешно
VOICE_ID.BIN_00000EBC.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EBD.wav,兄ちゃん、キュルケのこと嫌いになったの?,"Брат, ты возненавидел Кюрке?",Успешно
VOICE_ID.BIN_00000EBE.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EBF.wav,うぅぅぅ…,Ууууу...,Успешно
VOICE_ID.BIN_00000EC0.wav,おはよう,доброе утро,Успешно
VOICE_ID.BIN_00000EC1.wav,お兄ちゃんをいじめちゃやだ!,Не обижай брата!,Успешно
VOICE_ID.BIN_00000EC2.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EC3.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EC4.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EC5.wav,どうしたのお兄ちゃん,"Что не так, брат?",Успешно
VOICE_ID.BIN_00000EC6.wav,どうかしたのお兄ちゃん キュルケ、もしかしてアジネマトイ?,"Что не так с твоим братом Кюрке, может быть, Ажнематоем?",Успешно
VOICE_ID.BIN_00000EC7.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EC8.wav,兄ちゃん ゆるけ お薬 嫌い,Мой брат распутник и ненавидит медицину.,Успешно
VOICE_ID.BIN_00000EC9.wav,苦いお薬…いやぁ…,Горькое лекарство... о нет...,Успешно
VOICE_ID.BIN_00000ECA.wav,お兄ちゃん,старший брат,Успешно
VOICE_ID.BIN_00000ECB.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ECC.wav,お薬…嫌…,Медицина... мне она не нравится...,Успешно
VOICE_ID.BIN_00000ECD.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ECE.wav,カッコしてくれないの?,Разве ты не будешь выглядеть круто?,Успешно
VOICE_ID.BIN_00000ECF.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED0.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED1.wav,口がー,Мой рот болит,Успешно
VOICE_ID.BIN_00000ED2.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED3.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED4.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED5.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED6.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000ED7.wav,あれ?あれ?,Хм? Хм?,Успешно
VOICE_ID.BIN_00000ED8.wav,誰? ルイズ… あたし、どうしてたの?,Кто это? Луиза... Что со мной случилось?,Успешно
VOICE_ID.BIN_00000ED9.wav,一体何のこと?この爆発何?何があったの?,Что это такое? Что это за взрыв? Что случилось?,Успешно
VOICE_ID.BIN_00000EDA.wav,うん、まだ頭がぼーっとするわ。,"Да, у меня все еще кружится голова.",Успешно
VOICE_ID.BIN_00000EDB.wav,…ダーリン、目前がちょっと…,"...Дорогая, передо мной что-то есть...",Успешно
VOICE_ID.BIN_00000EDC.wav,もう、病み上がりなのよ?もう少し痛ってよ,"Вы оправились от болезни? Пожалуйста, сделайте еще немного боли.",Успешно
VOICE_ID.BIN_00000EDD.wav,そっちは任せたわよ、ダーリン,"Я оставлю это тебе, дорогая.",Успешно
VOICE_ID.BIN_00000EDE.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EDF.wav,ウェザリー、よくもあたしに,"Уэзерли, привет мне",Успешно
VOICE_ID.BIN_00000EE0.wav,大きなお世話よん,Спасибо за вашу большую помощь,Успешно
VOICE_ID.BIN_00000EE1.wav,どこかのとしまたちが つまらない炎ばかり見せてくれたおかげでね おちおち夢も見られなかったわよ,"Благодаря всему скучному пламени, которое показал мне какой-то отдаленный остров, я вообще не мог мечтать.",Успешно
VOICE_ID.BIN_00000EE2.wav,そんな、空中艦隊なんて!,Какой воздушный флот!,Успешно
VOICE_ID.BIN_00000EE3.wav,そうね まだウェザリには用があるわ,"Да, Уэзерли еще есть применение.",Успешно
VOICE_ID.BIN_00000EE4.wav,それじゃあ私、編集を呼んでくるわ。 二人を連行してもらわないとね。,Тогда я позвоню редактору. Я должен забрать вас двоих.,Успешно
VOICE_ID.BIN_00000EE5.wav,ウェザリーがハルナをスカウトに? ねえ、どういうことかしらタバサ,"Уэзерли разыскал Харуну? Эй, что ты имеешь в виду, Табита?",Успешно
VOICE_ID.BIN_00000EE6.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EE7.wav,ねぇ、ハルナ、ちょっとだけ、いい?,"Эй, Харуна, немного, ладно?",Успешно
VOICE_ID.BIN_00000EE8.wav,ウェザリーに気を許してはダメよ,Не отказывайтесь от Уэзерли.,Успешно
VOICE_ID.BIN_00000EE9.wav,証拠はないの,Нет никаких доказательств,Успешно
VOICE_ID.BIN_00000EEA.wav,まあ女の子の旅暮らしへの注意ってとこかしら とにかくいいわね,"Ну, я думаю, с этим следует быть осторожным, путешествуя девушкой. В любом случае, это нормально.",Успешно
VOICE_ID.BIN_00000EEB.wav,なんか固っこっちゃった 似合わないしけた話ばかりに続くせいかしら,"Я немного чопорный, возможно, это потому, что я продолжаю рассказывать нелепые истории, которые мне не подходят.",Успешно
VOICE_ID.BIN_00000EEC.wav,というわけで、しばらくお休みを取るわね,"Итак, я собираюсь сделать перерыв на некоторое время.",Успешно
VOICE_ID.BIN_00000EED.wav,女王陛下のお手伝いや舞台やらで疲れが溜まってるし,Я устал помогать Ее Величеству Королеве и выступать на сцене.,Успешно
VOICE_ID.BIN_00000EEE.wav,わかっているわよ、ダーリン,"Я знаю, дорогая.",Успешно
VOICE_ID.BIN_00000EEF.wav,まあまあ、単純まっすぐなのがルイズなんだし,"Что ж, Луиза проста и понятна.",Успешно
VOICE_ID.BIN_00000EF0.wav,というわけだから、じゃあね、ダーリン,"Итак, увидимся, дорогая.",Успешно
VOICE_ID.BIN_00000EF1.wav,ついでに、兵士が街をうろついてる理由も聞いてきたわ。,"Я также спросил его, почему по улицам бродят солдаты.",Успешно
VOICE_ID.BIN_00000EF2.wav,ええ、誰だかはわからないけど、重要人物が行方不明になったとか言ってたわ。,"Да, я не знаю, кто это был, но они сказали, что пропало что-то важное.",Успешно
VOICE_ID.BIN_00000EF3.wav,どうしてこんなところに、女王陛下がいらっしゃるの?,Почему здесь Ее Величество Королева?,Успешно
VOICE_ID.BIN_00000EF4.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00000EF5.wav,なるほどね,Я понимаю.,Успешно
VOICE_ID.BIN_00000EF6.wav,集中してるどころじゃないわよ 順番はバラバラだけど城を取り囲むような場所で起きてる感じね,"Я не концентрируюсь. Порядок случайный, но кажется, что они происходят в местах, окружающих замок.",Успешно
VOICE_ID.BIN_00000EF7.wav,あらかじめ応急周辺で爆破事件を起こし、その修復作業に常時で潜入する。そういう手はずなのではないか、ということね。,"Инцидент с взрывом происходит в зоне ЧП заранее, и бригада постоянно внедряется в ремонтные работы. Я думаю, именно так это и должно работать.",Успешно
VOICE_ID.BIN_00000EF8.wav,まあ、乗りかかった船だしね,"Ну, это корабль, на который я сел.",Успешно
VOICE_ID.BIN_00000EF9.wav,朝から賑やかね、あんたたち。,"Ребята, здесь оживленно с самого утра.",Успешно
VOICE_ID.BIN_00000EFA.wav,大事な話があるんだけど、いいかしら。爆弾使いのことなんだけど。,"Мне нужно поговорить о чем-то важном, если вы не возражаете. Речь идет об использовании бомб.",Успешно
VOICE_ID.BIN_00000EFB.wav,これはあくまでも疑わしいって段階の話だけど,Это всего лишь вопрос сомнений.,Успешно
VOICE_ID.BIN_00000EFC.wav,爆弾使いが潜伏するのに、最適な場所を思いついたの,"Я придумал идеальное место, где можно спрятаться бомбардировщику.",Успешно
VOICE_ID.BIN_00000EFD.wav,劇場よ 念のため前から調べは進めていたんだけどね,"Это театр. Чтобы быть уверенным, я некоторое время исследовал это.",Успешно
VOICE_ID.BIN_00000EFE.wav,そうよ,Это верно,Успешно
VOICE_ID.BIN_00000EFF.wav,そういうこと 女王陛下がやってきてすぐに頼まれてね裏でいろいろ調べてたのよ,"Меня попросили сделать что-то подобное, как только приехала Ее Величество Королева, и я изучал множество вещей за кулисами.",Успешно
VOICE_ID.BIN_00000F00.wav,嘘ついてどうするのよ女王陛下に確認してもらってもいいわよ,Зачем лгать? Вы можете попросить Ее Величество Королеву подтвердить это.,Успешно
VOICE_ID.BIN_00000F01.wav,ルイスには無理よね?,"Льюис не может этого сделать, верно?",Успешно
